,t00,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,anom_count,incident_id,num,class,mse
3341,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2682,2682,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2744,2956,2956,2852,2854,2956,4124,2956,2858,2658,2688,2956,2956,4066,3254,2896,3636,3658,3254,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,4068,3636,3658,2852,2854,2970,4082,4090,4092,4084,4090,4094,3234,2956,2956,2682,2974,4100,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,4120,3632,2956,2956,0,4438417,40,normal,8.845389055363425
3338,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2682,2682,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2744,2956,2956,2852,2854,2956,4124,2956,2858,2658,2688,2956,2956,4066,3254,2896,3636,3658,3254,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,4068,3636,3658,2852,2854,2970,4082,4090,4092,4084,4090,4094,3234,2956,2956,2682,2974,4100,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,4068,3636,0,4438417,37,normal,8.225355474764381
3337,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2682,2682,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2744,2956,2956,2852,2854,2956,4124,2956,2858,2658,2688,2956,2956,4066,3254,2896,3636,3658,3254,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,4068,3636,3658,2852,2854,2970,4082,4090,4092,4084,4090,4094,3234,2956,2956,2682,2974,4100,2956,2956,2956,2956,4068,0,4438417,36,normal,8.211114872612404
3397,4066,2708,2744,4148,4026,4026,4016,4026,4016,4026,2708,4026,4026,4020,4020,4020,4396,2744,4026,4016,4026,2708,4026,4016,4020,4020,4020,4148,3658,3636,4124,4124,3254,4180,4080,4080,4080,2708,4066,4068,4066,3256,3256,3256,4124,2744,4026,4148,4026,4016,4026,2708,4016,4020,4020,4020,3658,3636,2684,4124,2402,2402,2402,4068,4066,4068,3658,3636,4068,4066,4068,3658,3636,4068,4066,4068,3490,3658,3636,3490,4066,4068,4066,3490,3636,3658,2682,3490,4068,4066,4068,3636,3658,4068,4066,4068,3636,3658,4068,4066,4068,3658,3636,4066,4068,4066,3658,3636,4068,4066,4068,3658,3636,2402,2402,2402,4068,4066,4068,3658,3636,4066,4068,4066,3658,3636,4068,4066,4066,3636,3658,4124,2708,4026,4026,2744,4026,4016,4016,4026,2708,4020,4026,4020,4020,4148,3634,2684,4124,2956,0,4438491,24,normal,29.3403772431775
3396,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4066,2708,2744,4148,4026,4026,4016,4026,4016,4026,2708,4026,4026,4020,4020,4020,4396,2744,4026,4016,4026,2708,4026,4016,4020,4020,4020,4148,3658,3636,4124,4124,3254,4180,4080,4080,4080,2708,4066,4068,4066,3256,3256,3256,4124,2744,4026,4148,4026,4016,4026,2708,4016,4020,4020,4020,3658,3636,2684,4124,2402,2402,2402,4068,4066,4068,3658,3636,4068,4066,4068,3658,3636,4068,4066,4068,3490,3658,3636,3490,4066,4068,4066,3490,3636,3658,2682,3490,4068,4066,4068,3636,3658,4068,4066,4068,3636,3658,4068,4066,4068,3658,3636,4066,4068,4066,3658,3636,4068,4066,4068,3658,3636,2402,2402,2402,4068,4066,4068,3658,3636,4066,4068,4066,3658,3636,4068,4066,4066,3636,3658,4124,2708,4026,4026,2744,4026,4016,4016,4026,0,4438491,23,normal,27.49935067445465
3394,1584,4396,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4066,2708,2744,4148,4026,4026,4016,4026,4016,4026,2708,4026,4026,4020,4020,4020,4396,2744,4026,4016,4026,2708,4026,4016,4020,4020,4020,4148,3658,3636,4124,4124,3254,4180,4080,4080,4080,2708,4066,4068,4066,3256,3256,3256,4124,2744,4026,4148,4026,4016,4026,2708,4016,4020,4020,4020,3658,3636,2684,4124,2402,2402,2402,4068,4066,4068,3658,3636,4068,4066,4068,3658,3636,4068,4066,4068,3490,3658,3636,3490,4066,4068,4066,3490,3636,3658,2682,3490,4068,4066,4068,3636,3658,4068,4066,4068,3636,3658,4068,4066,4068,3658,3636,4066,4068,4066,3658,3636,4068,4066,4068,3658,3636,2402,2402,2402,4068,4066,4068,3658,0,4438491,21,normal,26.34697472110384
3395,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4066,2708,2744,4148,4026,4026,4016,4026,4016,4026,2708,4026,4026,4020,4020,4020,4396,2744,4026,4016,4026,2708,4026,4016,4020,4020,4020,4148,3658,3636,4124,4124,3254,4180,4080,4080,4080,2708,4066,4068,4066,3256,3256,3256,4124,2744,4026,4148,4026,4016,4026,2708,4016,4020,4020,4020,3658,3636,2684,4124,2402,2402,2402,4068,4066,4068,3658,3636,4068,4066,4068,3658,3636,4068,4066,4068,3490,3658,3636,3490,4066,4068,4066,3490,3636,3658,2682,3490,4068,4066,4068,3636,3658,4068,4066,4068,3636,3658,4068,4066,4068,3658,3636,4066,4068,4066,3658,3636,4068,4066,4068,3658,3636,2402,2402,2402,4068,4066,4068,3658,3636,4066,4068,4066,3658,3636,4068,4066,4066,3636,0,4438491,22,normal,25.96364461362684
3440,4066,3636,3658,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,4066,3636,3658,3792,3792,3782,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2682,3620,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,2708,2742,4120,3636,3658,0,4438631,23,normal,9.319843260624598
3441,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,4066,3636,3658,3792,3792,3782,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2682,3620,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,2708,2742,4120,3636,3658,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,0,4438631,24,normal,9.209862466639084
3442,2956,2956,4180,2956,2956,2956,2956,4066,3636,3658,3792,3792,3782,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2682,3620,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,2708,2742,4120,3636,3658,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,0,4438631,25,normal,9.187531740639995
3434,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,2708,2744,4026,4148,4124,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,4066,3636,3658,3792,3792,3782,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4180,2956,0,4438631,17,normal,8.985216554725596
3443,3792,3792,3782,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2682,3620,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,2708,2742,4120,3636,3658,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4068,3636,0,4438631,26,normal,8.933519466596016
3435,4066,2708,2744,4026,4148,4124,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,4066,3636,3658,3792,3792,3782,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,4180,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4438631,18,normal,8.847502504087124
3466,4168,4168,4168,4156,1210,1214,4168,4168,4168,4114,4168,4140,4140,4140,4140,4140,4140,4140,4140,2492,2492,3986,3986,4114,4004,4032,4092,4094,4016,2852,4110,2854,4026,4028,4002,4032,2742,4004,4032,4028,4016,4026,4028,2708,2852,4026,4110,4004,4032,2852,4110,4026,4028,2854,2852,4016,4110,2854,4148,2854,4394,1214,4030,4026,4020,4026,4020,4026,4020,4396,4140,4140,4140,4162,4162,4150,4152,4152,4152,4168,4168,4168,4156,4156,3492,4156,4406,4410,4406,4410,4408,4412,4408,4396,1982,3490,4068,4068,4066,538,4394,4394,2490,4120,3492,4120,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,2708,4120,3636,3658,4066,4066,4068,3636,3658,4068,4068,4066,3636,3658,4066,4066,4068,3636,3658,0,4438633,0,normal,26.980918420902903
3467,4168,4140,4140,4140,4140,4140,4140,4140,4140,2492,2492,3986,3986,4114,4004,4032,4092,4094,4016,2852,4110,2854,4026,4028,4002,4032,2742,4004,4032,4028,4016,4026,4028,2708,2852,4026,4110,4004,4032,2852,4110,4026,4028,2854,2852,4016,4110,2854,4148,2854,4394,1214,4030,4026,4020,4026,4020,4026,4020,4396,4140,4140,4140,4162,4162,4150,4152,4152,4152,4168,4168,4168,4156,4156,3492,4156,4406,4410,4406,4410,4408,4412,4408,4396,1982,3490,4068,4068,4066,538,4394,4394,2490,4120,3492,4120,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,2708,4120,3636,3658,4066,4066,4068,3636,3658,4068,4068,4066,3636,3658,4066,4066,4068,3636,3658,4078,4120,4068,4068,4066,4120,3636,3658,2940,4068,0,4438633,1,normal,24.47062868127937
3472,4394,1214,4030,4026,4020,4026,4020,4026,4020,4396,4140,4140,4140,4162,4162,4150,4152,4152,4152,4168,4168,4168,4156,4156,3492,4156,4406,4410,4406,4410,4408,4412,4408,4396,1982,3490,4068,4068,4066,538,4394,4394,2490,4120,3492,4120,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,2708,4120,3636,3658,4066,4066,4068,3636,3658,4068,4068,4066,3636,3658,4066,4066,4068,3636,3658,4078,4120,4068,4068,4066,4120,3636,3658,2940,4068,4068,4066,3636,3658,4078,4068,4068,4066,3636,3658,4078,4066,4066,4068,3636,3658,2684,2682,4120,4068,4068,4066,2708,3354,3354,3364,3354,4026,4026,4016,4016,2742,4026,4026,4020,4020,2708,4026,4020,4394,2490,3658,3636,4120,2956,2956,2956,2956,2956,2956,0,4438633,6,normal,22.704011869699336
3468,2492,3986,3986,4114,4004,4032,4092,4094,4016,2852,4110,2854,4026,4028,4002,4032,2742,4004,4032,4028,4016,4026,4028,2708,2852,4026,4110,4004,4032,2852,4110,4026,4028,2854,2852,4016,4110,2854,4148,2854,4394,1214,4030,4026,4020,4026,4020,4026,4020,4396,4140,4140,4140,4162,4162,4150,4152,4152,4152,4168,4168,4168,4156,4156,3492,4156,4406,4410,4406,4410,4408,4412,4408,4396,1982,3490,4068,4068,4066,538,4394,4394,2490,4120,3492,4120,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,2708,4120,3636,3658,4066,4066,4068,3636,3658,4068,4068,4066,3636,3658,4066,4066,4068,3636,3658,4078,4120,4068,4068,4066,4120,3636,3658,2940,4068,4068,4066,3636,3658,4078,4068,4068,4066,3636,3658,0,4438633,2,normal,22.19220013208176
3471,4110,4026,4028,2854,2852,4016,4110,2854,4148,2854,4394,1214,4030,4026,4020,4026,4020,4026,4020,4396,4140,4140,4140,4162,4162,4150,4152,4152,4152,4168,4168,4168,4156,4156,3492,4156,4406,4410,4406,4410,4408,4412,4408,4396,1982,3490,4068,4068,4066,538,4394,4394,2490,4120,3492,4120,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,2708,4120,3636,3658,4066,4066,4068,3636,3658,4068,4068,4066,3636,3658,4066,4066,4068,3636,3658,4078,4120,4068,4068,4066,4120,3636,3658,2940,4068,4068,4066,3636,3658,4078,4068,4068,4066,3636,3658,4078,4066,4066,4068,3636,3658,2684,2682,4120,4068,4068,4066,2708,3354,3354,3364,3354,4026,4026,4016,4016,2742,4026,4026,4020,4020,2708,4026,4020,4394,0,4438633,5,normal,21.007400771854265
3470,4016,4026,4028,2708,2852,4026,4110,4004,4032,2852,4110,4026,4028,2854,2852,4016,4110,2854,4148,2854,4394,1214,4030,4026,4020,4026,4020,4026,4020,4396,4140,4140,4140,4162,4162,4150,4152,4152,4152,4168,4168,4168,4156,4156,3492,4156,4406,4410,4406,4410,4408,4412,4408,4396,1982,3490,4068,4068,4066,538,4394,4394,2490,4120,3492,4120,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,3636,3658,4068,4068,4066,2708,4120,3636,3658,4066,4066,4068,3636,3658,4068,4068,4066,3636,3658,4066,4066,4068,3636,3658,4078,4120,4068,4068,4066,4120,3636,3658,2940,4068,4068,4066,3636,3658,4078,4068,4068,4066,3636,3658,4078,4066,4066,4068,3636,3658,2684,2682,4120,4068,4068,4066,2708,3354,3354,3364,3354,4026,4026,4016,0,4438633,4,normal,20.93521398880545
3516,4394,1566,1570,2674,4394,1566,1570,4394,2744,4026,4026,4016,2708,4026,4026,4020,4020,3634,4124,3008,2686,4124,4124,3634,4076,4076,4076,4076,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,3982,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,3008,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2742,4026,4148,4016,4026,4026,2708,4020,4020,3636,3658,4120,2956,2956,2956,2956,2956,0,4438687,0,normal,17.405918312350572
3517,4026,4016,2708,4026,4026,4020,4020,3634,4124,3008,2686,4124,4124,3634,4076,4076,4076,4076,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,3982,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,3008,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,2708,2742,4026,4148,4016,4026,4026,2708,4020,4020,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,3982,2956,2956,2956,2956,0,4438687,1,normal,15.310726826491653
3538,4068,4066,4066,2708,4026,4016,4026,4016,4020,4026,2744,4148,4020,4026,2708,4026,4020,3636,3658,4124,4068,4066,4066,3636,3658,4068,4066,4066,3636,3658,4068,4066,4066,3636,3658,4068,4066,4066,3636,3658,4068,4066,4066,3658,3636,4066,4068,4068,3658,3636,4068,4066,4066,3658,3636,4066,4068,4068,2708,3658,3636,4124,2682,4066,4068,4068,3658,3636,4068,4066,4066,3658,3636,4124,4068,4066,4066,3658,3636,4124,4068,4066,4066,3658,3636,4068,4066,4066,4394,152,3658,3636,4078,4124,4068,4066,4066,3658,3636,4068,4066,4066,3658,3636,4394,152,4068,4066,4066,3658,3636,4078,3224,4396,4066,4068,4068,3658,3636,4078,4068,4066,4066,3658,3636,4068,4066,4066,3658,3636,4068,4066,4066,2708,3648,4016,4026,4026,2742,4026,4020,2708,4020,4026,4026,4016,4026,4020,4148,3808,0,4438711,4,normal,12.091763603115425
3545,2956,2956,2956,2956,4066,4126,2708,2742,4026,4148,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,3982,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4122,2708,2744,4026,4124,3636,3658,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,0,4438741,0,normal,4.276798970425892
3554,2956,2956,4066,4122,2708,2744,4026,4124,3636,3658,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,4066,3636,3658,3620,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,2708,2742,4120,3636,3658,2956,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,0,4438741,9,normal,4.0150523939948375
3576,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4120,2956,2956,2956,2956,4068,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2682,4068,2708,3234,2744,4026,3636,3658,4124,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,4066,3636,3658,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,2708,2742,4026,3636,3658,4066,3636,0,4438741,31,normal,3.960065765993911
3552,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4122,2708,2744,4026,4124,3636,3658,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,4066,3636,3658,3620,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,2708,2742,4120,3636,3658,2956,2956,2956,2682,2956,2956,2956,0,4438741,7,normal,3.88392758293848
3553,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4122,2708,2744,4026,4124,3636,3658,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,2956,2956,4066,3636,3658,3620,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,2708,2742,4120,3636,3658,2956,2956,2956,2682,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,0,4438741,8,normal,3.8835469532748736
3580,4032,2712,4002,4032,4396,2714,4396,4028,4026,4028,2852,4026,4110,2852,4110,2854,2854,4092,4094,4092,2744,4016,4026,2708,4148,4140,4140,4162,4162,4150,4150,4152,4152,3082,4394,1720,1740,1760,1780,4168,4168,4156,4394,4156,2740,4406,4410,4406,4410,4072,4408,4408,4412,4412,4030,4020,4026,4020,2896,1286,1214,4114,4168,4168,4140,4140,152,3236,4114,3986,3986,4004,4032,2714,4396,4016,4026,4028,4110,2852,2712,2744,4004,4032,4396,2854,2708,4026,4028,2852,4110,2854,4148,4140,4140,4162,4150,4162,4150,4394,1214,4152,4152,4168,2564,4168,2556,2564,2556,4168,2564,4168,2564,4168,2740,4156,4168,4156,3082,4394,1720,1740,1760,1780,4020,4030,4020,4026,1286,152,3082,1286,1720,1740,1760,1780,1286,3260,4094,3084,1720,1740,1760,1780,3132,1286,1800,1820,1840,1860,0,4438807,1,normal,37.56308263135641
